,Caution
3978,"Do not use chlorcyclizine and pseudoephedrine if you have used an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, tranylcypromine, and others."
3979,None
3980,None
3981,"Chlordiazepoxide may be habit-forming. Misuse of habit-forming medicine can cause addiction, overdose, or death. Selling or giving away  chlordiazepoxide is against the law."
3982,None
3983,None
3984,"You should not use  chlordiazepoxide and clidinium if you have glaucoma, an enlarged prostate, bladder obstruction, or problems with urination."
3985,None
3986,None
3987,"Do not use this medicine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, and tranylcypromine."
3988,"You should not use  Chlorex-A 12 if you have severe coronary artery disease, diabetes, an overactive thyroid, asthma, pneumonia, or other breathing problems."
3989,None
3990,None
3991,None
3992,"Chlorhexidine gluconate can cause a rare but serious allergic reaction that may be life-threatening. Get emergency medical help if you have: hives, severe skin rash; wheezing, difficult breathing; cold sweats, feeling light-headed; swelling of your face, lips, tongue, or throat."
3993,None
3994,None
3995,None
3996,None
3997,"Chlorhexidine can cause a rare but serious allergic reaction that may be life-threatening. Get emergency medical help if you have: hives, severe skin rash; wheezing, difficult breathing; cold sweats, severe dizziness; swelling of your face, lips, tongue, or throat."
3998,None
3999,Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.
4000,None
4001,None
4002,"Before using Chloromag, tell your doctor about all your medical conditions or allergies, all medicines you use, and if you are pregnant or breast-feeding."
4003,None
4004,None
4005,None
4006,None
4007,None
4008,None
4009,None
4010,None
4011,"Follow all directions on the product label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
4012,None
4013,None
4014,None
4015,"Chloroquine can cause dangerous effects on your heart, especially if you also use certain other medicines. Seek emergency medical attention if you have fast or pounding heartbeats and sudden dizziness (like you might pass out)."
4016,None
4017,None
4018,None
4019,None
4020,None
4021,"You should not use chlorothiazide if you are unable to urinate, or if you are allergic to sulfa drugs."
4022,None
4023,None
4024,None
4025,None
4026,Medicinal use of this product to treat ear infections has not been approved by the FDA.
4027,None
4028,None
4029,None
4030,Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.
4031,None
4032,"MISUSE OF  chlorpheniramine and codeine CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it."
4033,None
4034,"Codeine can slow or stop your breathing, and may be habit-forming. MISUSE OF THIS MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH, especially in a child or other person using the medicine without a prescription."
4035,"Do not use  chlorpheniramine and dextromethorphan if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
4036,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
4037,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
4038,None
4039,"MISUSE OF  chlorpheniramine and hydrocodone CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it."
4040,"Hydrocodone can slow or stop your breathing, and may be habit-forming. MISUSE OF THIS MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH, especially in a child or other person using the medicine without a prescription."
4041,"MISUSE OF THIS MEDICINE CAN CAUSE ADDICTION, OVERDOSE, OR DEATH. Keep the medication in a place where others cannot get to it."
4042,"Do not give  chlorpheniramine, ibuprofen, and pseudoephedrine to anyone younger than 6 years old."
4043,"Do not use  chlorpheniramine, methscopolamine, and phenylephrine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, phenelzine, rasagiline, selegiline, and tranylcypromine."
4044,"Do not use  chlorpheniramine and phenylephrine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
4045,None
4046,None
4047,None
4048,None
4049,None
4050,None
4051,"Do not use this medicine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, and tranylcypromine."
4052,"You should not use  chlorpheniramine, phenylephrine, and pyrilamine if you have severe coronary artery disease, diabetes, an overactive thyroid, asthma, pneumonia, or other breathing problems."
4053,None
4054,"Do not use this medicine if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
4055,None
4056,None
4057,None
4058,None
4059,None
4060,None
4061,None
4062,None
4063,None
4064,None
4065,None
4066,"Call your doctor at once if you have uncontrollable movements of your eyes, lips, tongue, face, arms, or legs. These could be early signs of dangerous side effects."
4067,None
4068,None
4069,None
4070,Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.
4071,"Do not use  ChlorTan D if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
4072,None
4073,"You should not use chlorthalidone if you are unable to urinate, or if you are allergic to sulfa drugs."
4074,Always ask a doctor before giving a cough or cold medicine to a child. Death can occur from the misuse of cough and cold medicines in very young children.
4075,None
4076,None
4077,None
4078,"Do not use Chlor Trimeton Nasal Decongestant if you have used an MAO inhibitor in the past 14 days, such as isocarboxazid, linezolid, methylene blue injection, phenelzine, rasagiline, selegiline, or tranylcypromine."
4079,None
4080,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
4081,None
4082,None
4083,None
4084,None
4085,"Follow all directions on your medicine label and package. Tell each of your healthcare providers about all your medical conditions, allergies, and all medicines you use."
4086,"You should not take cholecalciferol if you have had an allergic reaction to vitamin D, or if you have high levels of calcium or vitamin D in your body, or any condition that makes it hard for your body to absorb nutrients from food (malabsorption)."
